APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2561031005,01/28/2020,Single Family,8545 W LA TUNA CANYON ROAD,LOS ANGELES,CA,91352,7,Bayview Loan Servicing,Miles Preservation LLC,951-808-3346,Miles Preservation LLC,Miles Preservation,27226   Via Industria   Temecula CA 92590,951-808-3346,-118.31965,34.23712,POINT (-118.31965 34.23712),19335,10,1512,8,1,9
5052026039,01/07/2020,Multi-Family,2167 W 30TH ST,LOS ANGELES,CA,90018,10,Real Time Resolutions,DAVID ROSAS,888-895-0221,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.31412,34.0275,POINT (-118.31412 34.0275),23079,686,919,7,12,19
6016030020,03/18/2020,Single Family,6807 S CIMARRON ST,LOS ANGELES,CA,90047,8,Lakeview Loan Servicing,Brian Vascoy,305-646-4143,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.31598,33.97765,POINT (-118.31598 33.97765),23678,770,1060,7,14,35
4006001014,01/02/2020,Single Family,6023 S 8TH AVE,LOS ANGELES,CA,90043,8,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard Properties - Pennymac code,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-4034,-118.32665,33.9847,POINT (-118.32665 33.9847),23674,755,1506,7,14,24
2170004040,01/28/2020,Single Family,4754 N CERRILLOS DR,LOS ANGELES,CA,91364,3,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.61245,34.154,POINT (-118.61245 34.154),19346,309,1488,11,4,49
4005024023,03/12/2020,Single Family,5931 S ARLINGTON AVE,LOS ANGELES,CA,90043,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.31877,33.98642,POINT (-118.31877 33.98642),23674,753,615,7,14,24
5078019011,01/29/2020,Single Family,1151 S NORMANDIE AVE,LOS ANGELES,CA,90006,10,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.30011,34.04942,POINT (-118.30011 34.04942),22723,618,1357,,12,52
5033007005,01/06/2020,Single Family,3922 S NORTON AVE,LOS ANGELES,CA,90008,10,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.33228,34.01397,POINT (-118.33228 34.01397),22725,748,1014,7,12,54
2217022072,01/07/2020,Single Family,7134 N STANSBURY AVE,VAN NUYS,CA,91405,6,CALIBER HOME LOANS,CHRISTINE CAYANAN,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44101,34.20038,POINT (-118.44101 34.20038),19733,233,880,,3,18
2139011019,01/08/2020,Single Family,22239 W HAYNES ST,LOS ANGELES,CA,91303,3,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,Advantage Conveyance,Aaron Noble,825   Cortez ST  Costa Mesa CA 92626,714-486-2247,-118.61153,34.19004,POINT (-118.61153 34.19004),4278,297,1473,,4,49
5037011024,03/02/2020,Multi-Family,1232 1/2 W 38TH ST,LOS ANGELES,CA,90037,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.29846,34.01722,POINT (-118.29846 34.01722),23668,728,1151,7,14,32
7423007021,01/06/2020,Single Family,1127 N BROAD AVE,LOS ANGELES,CA,90744,15,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.26139,33.78562,POINT (-118.26139 33.78562),3350,961,640,,15,15
7425018001,02/12/2020,Single Family,1409 E ROBIDOUX ST,LOS ANGELES,CA,90744,15,"MARIO SAUCEDO, HANOI SAUCEDA C/O Freedom Mortgage",VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.24647,33.78861,POINT (-118.24647 33.78861),3350,962,1204,,15,15
6054015014,03/03/2020,Single Family,620 W 102ND ST,LOS ANGELES,CA,90044,8,California Prime Fund LLC,Alex Mehdiani,818-252-8552,NULL,NULL,,NULL,-118.28566,33.94366,POINT (-118.28566 33.94366),23675,803,1171,7,14,45
2004017021,01/07/2020,Single Family,22438 W MICHALE ST,LOS ANGELES,CA,93063,12,CALIBER HOME LOANS,VPR DEPARTMENT,213-345-6264,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.6157,34.22513,POINT (-118.6157 34.22513),4279,92,1460,,2,44
2274018002,01/17/2020,Single Family,14242 W MILLBROOK DR,LOS ANGELES,CA,91423,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.44353,34.14471,POINT (-118.44353 34.14471),19736,341,342,,7,83
2504017031,01/06/2020,Single Family,13156 N PHILLIPPI AVE,LOS ANGELES,CA,91342,7,Rushmore Loan Managment,Dawn Talavera,888-504-6700,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.4428,34.30986,POINT (-118.4428 34.30986),18912,43,1401,,1,47
2506025010,01/22/2020,Single Family,12925 N WOODCOCK AVE,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45434,34.30468,POINT (-118.45434 34.30468),18912,49,222,,1,47
2026018015,02/27/2020,Single Family,6916 N BOBBYBOYAR AVE,LOS ANGELES,CA,91307,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Zieve, Brodnax, & Steele, LLP c/o Bron Inc",Bron Inc,30   Corporate PARK 450 IRVINE CA 92606,877-338-3791,-118.63241,34.19508,POINT (-118.63241 34.19508),4283,301,1474,,2,44
2605011020,02/26/2020,Single Family,16332 W MIDWOOD DR,LOS ANGELES,CA,91344,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.48737,34.28626,POINT (-118.48737 34.28626),19329,55,1404,,2,78
5312021051,01/23/2020,Single Family,6210 N LOMITAS DR,LOS ANGELES,CA,90042,14,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.17925,34.10669,POINT (-118.17925 34.10669),23673,373,842,,9,92
5512013021,01/30/2020,Single Family,200 S VISTA ST,LOS ANGELES,CA,90036,5,Champion Mortgage,Brenda Ward,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.35206,34.07098,POINT (-118.35206 34.07098),23667,623,1260,,6,26
2764017039,01/21/2020,Single Family,18125 W HERBOLD ST,LOS ANGELES,CA,91325,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52835,34.24515,POINT (-118.52835 34.24515),18514,107,1421,,2,87
4113004031,01/13/2020,Single Family,7054 W 85TH ST,LOS ANGELES,CA,90045,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.41566,33.96055,POINT (-118.41566 33.96055),23676,928,1520,10,10,16
2646022025,01/22/2020,Single Family,10227 N AMBOY AVE,LOS ANGELES,CA,91331,7,"Asset Management Holdings II, LLC",Jessica Souders,800-217-3880,Law Offices of Shalom Rubanowitz,Shalom Rubanowitz,124  N La Brea AVE C Los Angeles CA 90036,323-902-0721,-118.42651,34.25608,POINT (-118.42651 34.25608),18907,28,408,,1,11
4412027008,01/13/2020,Single Family,15230 W EARLHAM ST,LOS ANGELES,CA,90272,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52627,34.03677,POINT (-118.52627 34.03677),25066,838,1386,,10,
5071010051,02/24/2020,Single Family,1680 S WEST BLVD,LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.33577,34.04316,POINT (-118.33577 34.04316),23080,651,1105,,12,69
2421007054,01/30/2020,Single Family,1707  CAMARILLO ST,LOS ANGELES,CA,91602,2,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.36404,34.15781,POINT (-118.36404 34.15781),8489,213,338,,5,13
5072036008,01/22/2020,Multi-Family,1328 1/2 S 3RD AVE,LOS ANGELES,CA,90019,10,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.31997,34.04633,POINT (-118.31997 34.04633),23080,649,899,,12,19
5305039005,01/20/2020,Single Family,3156 N PYRITES ST,LOS ANGELES,CA,90032,14,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.19361,34.08181,POINT (-118.19361 34.08181),23449,486,384,,9,91
2368004075,01/31/2020,Single Family,12021 W GUERIN ST 1-31,LOS ANGELES,CA,91604,2,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.3933,34.1461,POINT (-118.3933 34.1461),8492,347,390,,5,84
2513001051,01/22/2020,Single Family,13750  HUBBARD ST,# 1 LOS ANGELES,CA,91342,7,"Center FSB,",Tina Santos,866-563-1100,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.43228,34.30544,POINT (-118.43228 34.30544),18912,42,285,,1,47
2237012001,01/21/2020,Single Family,14360 W KITTRIDGE ST,VAN NUYS,CA,91405,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.44634,34.1905,POINT (-118.44634 34.1905),19729,236,316,,5,18
5586017062,01/20/2020,Single Family,2200 N HOLLYRIDGE DR,LOS ANGELES,CA,90068,4,Bayview Loan Servicing Jefferson,Eric Moore,877-338-3791,MCS - Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.31938,34.10911,POINT (-118.31938 34.10911),24033,405,552,,7,64
7420023013,01/28/2020,Single Family,1053 N MARINE AVE,LOS ANGELES,CA,90744,15,Equity Investments Group,sara landucci,714-841-5511,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.26422,33.78432,POINT (-118.26422 33.78432),3350,960,1200,,15,15
2280001026,01/21/2020,Single Family,4218 N SEPULVEDA BLVD,LOS ANGELES,CA,91403,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.47122,34.14721,POINT (-118.47122 34.14721),19732,339,669,,6,62
2293014015,02/06/2020,Single Family,3204 N FOND DR,LOS ANGELES,CA,91436,5,Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.48367,34.13289,POINT (-118.48367 34.13289),19737,327,1501,11,6,62
5522009015,01/22/2020,Single Family,645 N MANHATTAN PL,LOS ANGELES,CA,90004,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.31032,34.08295,POINT (-118.31032 34.08295),22721,450,891,,7,86
2504022097,01/13/2020,Single Family,14039 W ASTORIA ST,LOS ANGELES,CA,91342,7,Freddie Mac Home Loan Corporation,Josephina Fajardo,818-361-5599,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.43926,34.31144,POINT (-118.43926 34.31144),18912,47,1399,,1,47
5521006032,03/13/2020,Non-Residential,00615 N KINGSLEY DR,LOS ANGELES,CA,90004,13,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.303509,34.08196,POINT (-118.303509 34.08196),22721,452,932,,8,89
2206037128,01/28/2020,Single Family,15845 W WYANDOTTE ST,VAN NUYS,CA,91406,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.47848,34.20312,POINT (-118.47848 34.20312),19734,221,261,,3,61
2763021038,02/28/2020,Single Family,18859 W DEARBORN ST,LOS ANGELES,CA,91324,12,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.54451,34.2377,POINT (-118.54451 34.2377),18513,108,939,,2,77
5567023009,01/17/2020,Single Family,1930 N WEEPAH WAY,HOLLYWOOD,CA,90046,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37396,34.10713,POINT (-118.37396 34.10713),23677,458,731,,7,81
6022006014,02/10/2020,Single Family,112 E 76TH PL,LOS ANGELES,CA,90003,9,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27337,33.97036,POINT (-118.27337 33.97036),22352,793,998,7,13,46
2685010007,01/08/2020,Single Family,10021 N HAYVENHURST AVE,LOS ANGELES,CA,91343,12,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.49381,34.25274,POINT (-118.49381 34.25274),18914,85,393,,2,88
4225006059,01/24/2020,Single Family,6 E EASTWIND ST,MARINA DEL REY,CA,90292,11,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.46449,33.97641,POINT (-118.46449 33.97641),25074,915,952,10,10,30
2172033038,02/10/2020,Single Family,4110 N CARRIZAL ROAD,LOS ANGELES,CA,91364,3,ANTHONY J & CHERYL M INA c/o BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.59661,34.14427,POINT (-118.59661 34.14427),19346,314,657,46,4,49
5588026054,01/30/2020,Single Family,4411  LOS FELIZ,LOS ANGELES,CA,90027,4,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.2855,34.11267,POINT (-118.2855 34.11267),23445,400,938,,7,3
5534011006,01/24/2020,Multi-Family,1229 N TAMARIND AVE,HOLLYWOOD,CA,90038,13,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,-118.31916,34.09351,POINT (-118.31916 34.09351),23669,426,517,,8,57
5044025022,01/24/2020,Single Family,3524 S 7TH AVE,LOS ANGELES,CA,90018,10,"U.S. Bank National Association, as Trustee",Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.32464,34.02336,POINT (-118.32464 34.02336),23079,661,921,7,12,19
2122028015,01/24/2020,Single Family,6728 N LINDLEY AVE,LOS ANGELES,CA,91335,3,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.52713,34.19299,POINT (-118.52713 34.19299),18909,267,247,,4,12
5016025021,01/23/2020,Single Family,1749 W 49TH ST,LOS ANGELES,CA,90062,8,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.3106,33.99912,POINT (-118.3106 33.99912),24027,742,1043,7,14,35
2633037002,01/27/2020,Single Family,8481 N RINCON AVE,LOS ANGELES,CA,91352,6,The Bank of New York Mello,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.39323,34.22346,POINT (-118.39323 34.22346),19335,161,264,,3,21
4204020116,01/29/2020,Single Family,5829  BOWCROFT,LOS ANGELES,CA,90016,10,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.37361,34.02028,POINT (-118.37361 34.02028),23077,760,1068,,12,54
6055026050,03/25/2020,Single Family,9201 S HOBART BLVD,LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.30798,33.95247,POINT (-118.30798 33.95247),23678,779,1169,7,14,20
2139012008,01/09/2020,Single Family,22314 W HAMLIN ST,LOS ANGELES,CA,91303,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.61278,34.18899,POINT (-118.61278 34.18899),4278,297,1473,,4,49
6023032010,01/03/2020,Single Family,627 E 79TH ST,LOS ANGELES,CA,90001,9,"U.S. Bank National Association, as Trustee",Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.26406,33.96755,POINT (-118.26406 33.96755),22350,791,999,7,13,46
5221030013,01/17/2020,Single Family,5117 E BOHLIG RD,LOS ANGELES,CA,90032,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.17224,34.07026,POINT (-118.17224 34.07026),23449,507,616,,9,91
2293009010,01/08/2020,Single Family,16565 W CALNEVA DR,LOS ANGELES,CA,91436,5,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.49482,34.13075,POINT (-118.49482 34.13075),19737,327,1501,46,6,62
5683022004,01/22/2020,Vacant Residential,2456 W YOSEMITE DR,LOS ANGELES,CA,90041,14,Lynn Thai,Lynn Thai,714-603-5068,Realty Solutions,Hai Pham,12900   Garden Grove BLVD 136 Garden Grove CA 92843,949-589-8888,-118.22169,34.13673,POINT (-118.22169 34.13673),23672,355,570,,9,60
4231017025,01/07/2020,Multi-Family,12469 W LOUISE AVE,LOS ANGELES,CA,90066,11,"Danco, Inc.",Ronald Perlstein,310-842-8235,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.4268,33.99467,POINT (-118.4268 33.99467),24031,920,1136,10,10,85
2538012012,03/06/2020,Multi-Family,10901 W PENDLETON ST,LOS ANGELES,CA,91352,7,PrideCo Private Mortgage Loan Fund,Christen Cook,612-326-1858,"Quest Preservation, Inc",Kevin Merrett,16808   Armstrong AVE 215 Irvine CA 92606,714-408-1844,-118.36849,34.24202,POINT (-118.36849 34.24202),19335,155,1222,8,1,21
2203021030,01/07/2020,Single Family,7525 N AMESTOY AVE,LOS ANGELES,CA,91406,6,ANTONIO ALMEIDA c/o RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.506,34.20729,POINT (-118.506 34.20729),19734,259,315,,3,61
5041032017,01/13/2020,Single Family,3733 S DALTON AVE,LOS ANGELES,CA,90018,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30412,34.01955,POINT (-118.30412 34.01955),23079,690,912,7,14,32
7454005033,01/29/2020,Multi-Family,616 W 9TH ST,SAN PEDRO,CA,90731,15,ATHAS CAPITAL GROUP,PATTY ALCALA,800-931-2424,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.2905,33.73615,POINT (-118.2905 33.73615),3342,975,1206,,15,36
4431005004,01/22/2020,Single Family,17171 W AVENIDA DE SANTA YNEZ,LOS ANGELES,CA,90272,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.56049,34.07059,POINT (-118.56049 34.07059),25066,835,1526,,10,
5457023010,01/03/2020,Single Family,2809 W ESTARA AVE,LOS ANGELES,CA,90065,1,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.23746,34.11453,POINT (-118.23746 34.11453),24030,389,1003,,11,56
5302003122,01/07/2020,Single Family,4260 E VIA ARBOLADA,LOS ANGELES,CA,90042,14,Champion Mortgage,Tina Simmons,972-894-9993,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.18783,34.09813,POINT (-118.18783 34.09813),23673,499,364,,9,92
6014035008,01/13/2020,Single Family,1130 W 71ST ST,LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.29473,33.9753,POINT (-118.29473 33.9753),23675,771,1160,7,14,35
2328010038,01/30/2020,Single Family,13613 W CREWE ST,LOS ANGELES,CA,91405,2,Cenlar FSB,Athena Santos,609-883-3900,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.42945,34.19676,POINT (-118.42945 34.19676),19733,183,491,,5,70
4377025032,01/24/2020,Single Family,1991 N STRADELLA ROAD,LOS ANGELES,CA,90077,5,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.46162,34.10453,POINT (-118.46162 34.10453),24037,828,792,,6,81
5033011021,01/09/2020,Single Family,3776 S GRAYBURN AVE,LOS ANGELES,CA,90018,10,Trustee Corps - Jefferson,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.33181,34.01771,POINT (-118.33181 34.01771),22725,748,1007,7,12,54
2375003020,01/23/2020,Single Family,4307 N BEEMAN AVE,LOS ANGELES,CA,91604,2,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.40744,34.14888,POINT (-118.40744 34.14888),8492,346,1505,,5,84
2151008048,01/16/2020,Single Family,5843 N WINNETKA AVE,LOS ANGELES,CA,91367,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.57162,34.17699,POINT (-118.57162 34.17699),19347,305,336,,4,49
6084012013,01/23/2020,Single Family,700 E 116TH PL,LOS ANGELES,CA,90059,15,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.26195,33.92814,POINT (-118.26195 33.92814),24354,809,1194,7,15,53
5462006016,01/06/2020,Single Family,3554 E LAVELL DR,LOS ANGELES,CA,90065,1,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.22895,34.11035,POINT (-118.22895 34.11035),24030,387,1431,13,11,56
6031029027,01/07/2020,Single Family,213 W 82ND ST,LOS ANGELES,CA,90003,9,Celink,Daniel Stack,866-727-4303,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.27659,33.96517,POINT (-118.27659 33.96517),22352,794,1002,7,13,46
4009005005,01/07/2020,Single Family,2922 W 73RD ST,LOS ANGELES,CA,90043,8,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.32518,33.97353,POINT (-118.32518 33.97353),23674,758,354,7,14,24
2557010023,03/05/2020,Single Family,10733 N TUJUNGA CANYON BLVD,LOS ANGELES,CA,91042,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.29493,34.26411,POINT (-118.29493 34.26411),3222,2,440,,1,7
2555020052,01/23/2020,Single Family,10610 N OAK TREE WAY,LOS ANGELES,CA,91040,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.31253,34.26167,POINT (-118.31253 34.26167),3221,12,531,,1,7
