APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2530036028,01/17/2019,Single Family,11570 N BONHAM AVE,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.37765,34.28067,POINT (-118.37765000000002 34.28067),18912,19,668,,1,9
5207005011,01/01/2019,Multi-Family,3637 1/2 N GRIFFIN AVE,LOS ANGELES,CA,90031,1,US Bank NA C/O Select Portfolio Services,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.20834,34.08732,POINT (-118.20834 34.08732),23448,491,618,,11,92
2870013041,03/27/2019,Single Family,18218 W GUILDFORD LANE,LOS ANGELES,CA,91326,12,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Northsight Management,Stephanie Vitacco,16820   Ventura BLVD  Los Angeles CA 91436,800-516-1553,-118.5322,34.2793,POINT (-118.5322 34.2793),18905,63,1532,,2,48
5018036018,05/29/2019,Multi-Family,427 W 49TH ST,LOS ANGELES,CA,90037,9,The Rama Fund LLC,Ted Boadi,818-914-3000,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.28147,33.99842,POINT (-118.28147000000001 33.99842),23668,739,989,7,13,2
2662012002,02/08/2019,Single Family,11042 N HASKELL AVE,LOS ANGELES,CA,91344,12,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47581,34.27117,POINT (-118.47581000000001 34.27117),19329,69,388,,2,78
5046018001,01/03/2019,Single Family,3500 S MUIRFIELD ROAD,LOS ANGELES,CA,90016,10,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.3421,34.0232,POINT (-118.3421 34.0232),23077,663,1007,7,12,17
5066008008,01/21/2019,Multi-Family,1715 S STEARNS DR,LOS ANGELES,CA,90035,10,Deutsche Bank National Trust Co. as TR for Soundview 2006 OPT-3 c/o PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.37295,34.04602,POINT (-118.37295 34.04602),23666,641,1102,,12,23
5050026052,01/11/2019,Single Family,3044 S WEST BLVD,LOS ANGELES,CA,90016,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,-118.34155,34.02632,POINT (-118.34154999999998 34.02632),23077,668,925,7,12,17
2671032018,07/18/2019,Single Family,9328 N DEMPSEY AVE,LOS ANGELES,CA,91343,12,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.47731,34.24011,POINT (-118.47731 34.24011),18914,117,1096,,2,88
4004026011,01/09/2019,Single Family,6222 S KENISTON AVE,LOS ANGELES,CA,90043,8,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.34163,33.98295,POINT (-118.34163 33.98295),23674,757,1041,7,14,24
2244022019,02/06/2019,Single Family,14618 W MARTHA ST,VAN NUYS,CA,91411,4,"SETERUS, INC",SETERUS INC,877-272-2149,SO CAL INSPECTORS VPR,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,-118.45164,34.17288,POINT (-118.45164000000001 34.17288),19735,241,1337,,7,18
2631009020,11/05/2019,Single Family,12261 W ALLEGHENY ST,LOS ANGELES,CA,91352,6,"H&Z, LLC",Hillary Greene-Pae,818-321-1044,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,-118.40065,34.23212,POINT (-118.40064999999998 34.23212),19335,158,446,,3,21
2113004008,01/07/2019,Single Family,20616 W COVELLO ST,LOS ANGELES,CA,91306,3,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.5825,34.2073,POINT (-118.5825 34.2073),4282,289,423,,4,66
2510004029,11/08/2019,Single Family,13577 W DYER ST,LOS ANGELES,CA,91342,7,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.42933,34.31728,POINT (-118.42932999999998 34.31728),18912,38,289,,1,47
5007018008,07/08/2019,Single Family,5435 S WEST BLVD,LOS ANGELES,CA,90043,8,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.33571,33.99196,POINT (-118.33571 33.99196),23674,752,1037,7,14,24
7423028042,11/11/2019,Single Family,1059 N MCFARLAND AVE,LOS ANGELES,CA,90744,15,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,-118.25298,33.78485,POINT (-118.25298 33.78485),3350,962,1204,,15,15
2644026200,09/23/2019,Single Family,14415 W PLUMMER ST,LOS ANGELES,CA,91402,6,Rushmore Loan Managment,Dawn Talavera,888-504-6700,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,-118.44685,34.24288,POINT (-118.44685 34.24288),19730,132,958,,3,59
5056021016,01/02/2019,Single Family,1724 S MENLO AVE,LOS ANGELES,CA,90006,1,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Coldwell Banker Sherman Oaks,PHILIP BORODA,15490   Ventura BLVD 100 Los Angeles CA 91403,818-728-3944,-118.29048,34.04189,POINT (-118.29048000000002 34.04189),22723,671,950,,11,8
2415022019,01/01/2019,Multi-Family,5648 N CARTWRIGHT AVE,NORTH HOLLYWOOD,CA,91601,2,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.36365,34.17352,POINT (-118.36364999999999 34.17352),8488,199,526,,5,13
5512009019,04/10/2019,Single Family,116 S GARDNER ST,LOS ANGELES,CA,90036,5,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.35306,34.07302,POINT (-118.35306 34.07302),23667,623,1260,,6,26
5041027020,05/15/2019,Multi-Family,1535 1/2 W 37TH PL,LOS ANGELES,CA,90018,8,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.3041,34.0201,POINT (-118.3041 34.0201),23079,690,912,7,14,32
2024036012,01/01/2019,Single Family,6849 N NITA AVE,LOS ANGELES,CA,91303,3,Deutsche Bank National Trust  co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.61383,34.19514,POINT (-118.61383000000001 34.19514),4278,297,1473,,4,37
4012001019,10/17/2019,Single Family,7302 S 9TH AVE,LOS ANGELES,CA,90043,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32742,33.97346,POINT (-118.32741999999999 33.97346),23674,759,1071,7,14,24
2116018120,02/07/2019,Single Family,19347 W SHERMAN WAY,LOS ANGELES,CA,91335,3,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.55496,34.20131,POINT (-118.55496 34.20131),18909,256,1461,,4,12
4295007036,09/05/2019,Single Family,150 E UNION JACK MALL,LOS ANGELES,CA,90292,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.45475,33.96918,POINT (-118.45475000000002 33.96918),25074,915,498,10,10,30
2246002054,11/19/2019,Single Family,5900 N MURIETTA AVE 1-9,VAN NUYS,CA,91401,2,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.43872,34.17778,POINT (-118.43872000000002 34.17778),19729,243,510,,5,70
5081015001,01/15/2019,Multi-Family,1111 S 3RD AVE,LOS ANGELES,CA,90019,10,"Ditech Financial, LLC",Property Registration,855-447-7486,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31887,34.05049,POINT (-118.31887 34.05049),23080,615,823,,12,52
5522019028,07/15/2019,Single Family,4733 W ELMWOOD AVE 1-18,LOS ANGELES,CA,90004,4,Stearns Lending c/o LoanCare LLC,Tara Williams,757-452-5240,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.31041,34.07843,POINT (-118.31041000000002 34.07843),22721,450,1053,,7,86
4006029017,03/08/2019,Non-Residential,03105  W 71ST ST,LOS ANGELES,CA,90043,8,Reverse Mortgage Solutions Inc.,Amy Sporn,832-616-5910,South Pacific Field Services LLC,Tamie Mason,31568   Railroad Canyon ROAD 100 Canyon Lake CA 92587,951-696-8100,-118.326567,33.975772,POINT (-118.32656700000001 33.975772),23674,759,353,7,14,24
6029009033,10/16/2019,Vacant Residential,8110 S AVALON BLVD,LOS ANGELES,CA,90003,9,Pacific West Mortgage Fund,Mark Granger,310-323-1550,NULL,NULL,,NULL,-118.26495,33.9652,POINT (-118.26495 33.9652),22350,796,999,7,13,46
2151009016,03/07/2019,Single Family,5647 N WINNETKA AVE,LOS ANGELES,CA,91367,3,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.57114,34.17359,POINT (-118.57114000000001 34.17359),19347,305,336,,4,49
2324026014,01/04/2019,Single Family,6827 N BABCOCK AVE,LOS ANGELES,CA,91605,2,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,"South pacific Field Services, LLC",Johanna Granados,31568   Railroad Canyon RD  Canyon Lake CA 92587,951-696-8199,-118.40749,34.19472,POINT (-118.40748999999998 34.19472),8888,180,1503,,5,71
7456021056,01/01/2019,Single Family,356 W 15TH ST,SAN PEDRO,CA,90731,15,US Bank National Association C/O Select Portfolio Servicing,Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28474,33.7307,POINT (-118.28474000000001 33.7307),3342,980,1208,15,15,33
5474001014,06/13/2019,Single Family,4610 E WESTDALE AVE,LOS ANGELES,CA,90041,14,"New Residential Mortgage, LLC",Sarah Richardson,757-452-5138,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.21525,34.12932,POINT (-118.21525 34.12932),23672,367,1067,,9,60
5312026044,12/23/2019,Single Family,636 S AVENUE 61,LOS ANGELES,CA,90042,14,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.18166,34.10579,POINT (-118.18166000000001 34.10579),23673,373,842,,9,92
4114036019,01/29/2019,Single Family,7585 W 80TH ST,LOS ANGELES,CA,90045,11,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",Michael Lopata,954-590-7161,"M&M MORTGAGE SERVICES, INC.",Frances Guerra,2031  E Cerritos AVE  Anaheim CA 92806,786-871-0818,-118.43075,33.96386,POINT (-118.43075 33.96386),23676,929,1142,29,10,16
5054026014,11/07/2019,Multi-Family,1459 W 25TH ST,LOS ANGELES,CA,90007,8,SN Servicing Corporation,Ashlee McKenney,707-476-2622,Expert Real Estate,Caroline Grimm,9447   Firestone BLVD  Downey CA 90241,562-237-6102,-118.2934,34.03377,POINT (-118.2934 34.03377),22724,680,907,7,14,32
4223032016,11/28/2019,Single Family,12498 W RUBENS AVE,LOS ANGELES,CA,90066,11,UMIO TAKEHARA C/O Freedom Mortgage,VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.4235,33.98935,POINT (-118.4235 33.98935),24031,920,1268,10,10,85
5716027009,01/01/2019,Single Family,539 N AVENUE 67,LOS ANGELES,CA,90042,14,Select Portfolio Servicing,SELECT SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.1748,34.1177,POINT (-118.1748 34.1177),23673,361,577,,9,93
2683019006,01/11/2019,Single Family,16721 W LOS ALIMOS ST,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.49636,34.2657,POINT (-118.49636 34.2657),19329,77,1240,,2,79
4384012016,10/08/2019,Single Family,9653 W OAK PASS RD,LOS ANGELES,CA,90210,5,"Luxor Properties, LLC",John Shaikin,323-658-5667,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.42838,34.11594,POINT (-118.42838000000002 34.11594),24346,826,796,,6,81
6074014045,01/24/2019,Multi-Family,221 1/2 W 110TH ST,LOS ANGELES,CA,90061,8,Dovenmuehle Mortgage Inc. C/o BDF Law,Dovenmuehle Mortgage,813-387-1100,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.27705,33.93574,POINT (-118.27705000000002 33.93574),24355,812,704,7,14,45
4392001008,09/30/2019,Single Family,9275 W FLICKER WAY,HOLLYWOOD,CA,90069,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.39249,34.09754,POINT (-118.39248999999998 34.09754),24034,459,729,,7,81
6022024022,01/14/2019,Single Family,427 E 75TH ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.26628,33.97227,POINT (-118.26628 33.97227000000001),22352,790,998,7,13,46
4238008017,11/26/2019,Single Family,1308 S CABRILLO AVE,VENICE,CA,90291,11,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.46832,33.99036,POINT (-118.46832 33.99036),25073,909,1263,10,10,30
2104028001,12/02/2019,Single Family,7356 N BECKFORD AVE,LOS ANGELES,CA,91335,3,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.5512,34.20453,POINT (-118.5512 34.20453),18909,257,544,,4,12
2651008040,09/26/2019,Single Family,9121 N TOBIAS AVE,LOS ANGELES,CA,91402,6,US Bank National Association,Susan Schell,800-365-7772,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.45178,34.2361,POINT (-118.45178 34.2361),19730,133,407,,3,59
6029018016,03/11/2019,Single Family,755 E 84TH ST,LOS ANGELES,CA,90001,9,Celink,Cory Daggett,866-654-0020,NULL,NULL,,NULL,-118.2611,33.96298,POINT (-118.2611 33.96298),22350,797,1209,7,13,46
6117002014,10/28/2019,Single Family,603 W 121ST ST,LOS ANGELES,CA,90044,15,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.28499,33.92262,POINT (-118.28499000000001 33.92262000000001),23675,938,803,7,15,53
5001021015,12/04/2019,Multi-Family,609 1/2 W 56TH ST,LOS ANGELES,CA,90037,9,"Ajax Mortgage Loan Trust 2018-G, Mortgage-Backed Securities, Series 2018-G, by U.S. Bank National As",Daleana Bautista,503-505-5645,Cargile Company Realtors In,Paul Cargile,5901  W Century BLVD 640 Los Angeles CA 90045,310-275-0788,-118.28456,33.99157,POINT (-118.28456000000001 33.99157),23668,745,990,7,13,2
6083024004,01/02/2019,Single Family,148 E 118TH PL,LOS ANGELES,CA,90061,15,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.27011,33.92542,POINT (-118.27011 33.92542),24355,816,1195,7,15,53
2135012015,03/01/2019,Single Family,7000 N OAKDALE AVE,LOS ANGELES,CA,91306,3,CENLAR MORTGAGE FSB,PATRICIA BRACEY,609-883-3900,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.56648,34.19766,POINT (-118.56648 34.19766),4282,291,1466,,4,66
5090004012,11/12/2019,Single Family,834 S TREMAINE AVE,LOS ANGELES,CA,90005,4,VIG LLC,vladimir v,323-451-2505,"VIG, LLC",Vladimir Valsky,8721   Santa Monica Blvd BLVD 745 West Hollywood CA 90069,310-424-0927,-118.33613,34.05976,POINT (-118.33613000000001 34.05976),22722,636,220,,7,86
6036024016,02/26/2019,Single Family,8917 S HAAS AVE,LOS ANGELES,CA,90047,8,Reverse Mortgage Solutions Inc.,Amy Sporn,832-616-5910,South Pacific Field Services LLC,Tamie Mason,31568   Railroad Canyon ROAD 100 Canyon Lake CA 92587,951-696-8100,-118.31679,33.95582,POINT (-118.31679 33.95582),23678,784,357,7,14,20
6031024003,06/17/2019,Single Family,150 W 79TH ST,LOS ANGELES,CA,90003,9,The Rama Fund LLC,Ted Boadi,818-914-3000,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.27568,33.96778,POINT (-118.27568 33.96778),22352,794,1002,7,13,46
6063021009,07/18/2019,Single Family,430 E 105TH ST,LOS ANGELES,CA,90003,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.26621,33.94094,POINT (-118.26621 33.94094),22352,807,359,7,14,45
2258026059,07/22/2019,Single Family,5229 N BALBOA BLVD,ENCINO,CA,91356,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.50128,34.16615,POINT (-118.50128000000001 34.16615),4286,325,1495,,6,62
2376001012,10/31/2019,Single Family,4162 N SUNSWEPT DR,LOS ANGELES,CA,91604,2,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.40593,34.14148,POINT (-118.40593 34.14148),8492,352,710,,5,84
5016010005,01/03/2019,Single Family,4527 S NORMANDIE AVE,LOS ANGELES,CA,90037,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.30036,34.00208,POINT (-118.30036 34.00208),24027,740,1048,7,14,35
4286017044,08/07/2019,Single Family,245 S MAIN ST,LOS ANGELES,CA,90291,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47872,33.99681,POINT (-118.47871999999998 33.99681),25073,908,734,10,10,30
5473004031,06/14/2019,Single Family,3827 W AVENUE 41 1-20,LOS ANGELES,CA,90065,14,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.22802,34.12177,POINT (-118.22802 34.12177),24030,384,373,,9,56
6042002024,01/01/2019,Multi-Family,737 E 87TH ST,LOS ANGELES,CA,90002,9,US-BANK National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.26175,33.95935,POINT (-118.26174999999999 33.95935),22351,798,1175,7,13,45
6075004010,01/21/2019,Single Family,724 W 109TH PL,LOS ANGELES,CA,90044,8,Champion Mortgage,Jennifer Hathaway,972-894-2950,NULL,NULL,,NULL,-118.28801,33.93635,POINT (-118.28800999999999 33.93635),23675,814,362,7,14,45
4012021010,12/17/2019,Multi-Family,3435 W 77TH ST,LOS ANGELES,CA,90043,8,ESTATE OF GENEVA PHILLIPS c/o BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.33211,33.97008,POINT (-118.33210999999999 33.97008),23674,759,1071,7,14,24
6061019023,12/04/2019,Single Family,625 W 107TH ST,LOS ANGELES,CA,90044,8,Budget Finance Company,Christi Miller,310-954-1601,Budget Mortgage Corp,Christi Miller,1849   SAWTELLE BLVD 700 LOS ANGELES CA 90025,310-696-4050,-118.28579,33.93919,POINT (-118.28579000000002 33.93919),23675,813,362,7,14,45
2042018001,01/07/2019,Single Family,22912 W LEONORA DR,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.62576,34.16612,POINT (-118.62576 34.16612),19346,303,1555,,4,49
4112026019,06/13/2019,Single Family,8206 S STEWART AVE,LOS ANGELES,CA,90045,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.40876,33.96413,POINT (-118.40876 33.96413),23676,927,443,10,10,16
6034010026,04/03/2019,Multi-Family,8114 S HARVARD BLVD,LOS ANGELES,CA,90047,8,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30668,33.96497,POINT (-118.30668 33.96497),23678,780,1074,7,14,20
5213007031,12/17/2019,Vacant Residential,3644 N HARRIMAN AVE,LOS ANGELES,CA,90032,14,John Guerra,John Guerra,213-622-5982,SoCal Homes L.A.,Anthony Sandoval,1100   Wilshire BLVD 2811 LOS ANGELES CA 90017,213-373-3484,-118.18268,34.08748,POINT (-118.18268000000002 34.08748),23449,497,374,,9,91
2334015081,02/26/2019,Single Family,6007 N SIMPSON AVE,LOS ANGELES,CA,91606,2,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.38904,34.17969,POINT (-118.38903999999998 34.17969),8889,189,546,,5,13
2108014001,07/18/2019,Single Family,7959 N MCNULTY AVE,LOS ANGELES,CA,91306,3,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.58551,34.21489,POINT (-118.58551000000001 34.21489),4282,274,269,,4,66
5084016025,08/12/2019,Multi-Family,1038 S CLOVERDALE AVE,LOS ANGELES,CA,90019,10,SILVERMAN REALTY CORP,WILLIAM SILVERMAN,818-629-2272,NULL,NULL,,NULL,-118.34822,34.05616,POINT (-118.34822 34.05616),23080,637,1507,,12,23
2040009004,01/01/2019,Single Family,22647 W BURBANK BLVD,LOS ANGELES,CA,91367,3,US Bank National Association C/O Select Portfolio Servicing,Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.62035,34.17209,POINT (-118.62035000000002 34.17209),19347,306,1484,,4,49
2221020113,10/30/2019,Single Family,7241 N NORWICH AVE,LOS ANGELES,CA,91405,6,Champion Mortgage,Tina Simmons,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.46067,34.20238,POINT (-118.46067 34.20238),19733,218,581,,3,18
2116017117,10/10/2019,Single Family,7329 1/2 N TAMPA AVE,LOS ANGELES,CA,91335,3,First American Trustee Servicing Solutions - Jefferson,Eric Moore,877-338-3791,First American Trustee Servicing Solutions,Code Compliance,777  S Figueroa ST 4 FL Los Angeles CA 90017,800-242-5800,-118.55386,34.20374,POINT (-118.55386 34.20374),18909,256,1461,,4,12
2642004017,12/19/2019,Single Family,9305 N DORRINGTON PL,LOS ANGELES,CA,91331,6,The Bank of New York Mello,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.44092,34.23755,POINT (-118.44092 34.23755),18907,137,404,,3,41
5155011096,12/26/2019,Single Family,447 S LA FAYETTE PARK PL,LOS ANGELES,CA,90057,1,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.28244,34.06469,POINT (-118.28244 34.06469),24352,557,1318,,11,80
2787026002,07/25/2019,Single Family,8660 N ENCINO AVE,LOS ANGELES,CA,91325,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.51558,34.2279,POINT (-118.51558000000001 34.2279),18514,111,1425,,2,65
2130001068,01/07/2019,Single Family,19550 W SHERMAN WAY,LOS ANGELES,CA,91335,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.55929,34.20087,POINT (-118.55928999999999 34.20087),18909,269,1466,,4,12
2169001011,08/22/2019,Single Family,22151 W COSTANSO ST,LOS ANGELES,CA,91364,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.60994,34.16778,POINT (-118.60994 34.16778),19346,309,1486,,4,49
